"STATISTIC","Statistic Label","TLIST(Q1)","Quarter","C02196V02652","State","UNIT","VALUE"
"NAQ03S04","GDP at Constant Market Prices (Seasonally Adjusted)","20121","2012Q1","-","State","Euro Million","54788"
"NAQ03S04","GDP at Constant Market Prices (Seasonally Adjusted)","20122","2012Q2","-","State","Euro Million","56096"
"NAQ03S04","GDP at Constant Market Prices (Seasonally Adjusted)","20123","2012Q3","-","State","Euro Million","55262"
"NAQ03S04","GDP at Constant Market Prices (Seasonally Adjusted)","20124","2012Q4","-","State","Euro Million","55573"
"NAQ03S04","GDP at Constant Market Prices (Seasonally Adjusted)","20131","2013Q1","-","State","Euro Million","55273"
"NAQ03S04","GDP at Constant Market Prices (Seasonally Adjusted)","20132","2013Q2","-","State","Euro Million","56568"
"NAQ03S04","GDP at Constant Market Prices (Seasonally Adjusted)","20133","2013Q3","-","State","Euro Million","58542"
"NAQ03S04","GDP at Constant Market Prices (Seasonally Adjusted)","20134","2013Q4","-","State","Euro Million","58290"
"NAQ03S04","GDP at Constant Market Prices (Seasonally Adjusted)","20141","2014Q1","-","State","Euro Million","60562"
"NAQ03S04","GDP at Constant Market Prices (Seasonally Adjusted)","20142","2014Q2","-","State","Euro Million","62309"
"NAQ03S04","GDP at Constant Market Prices (Seasonally Adjusted)","20143","2014Q3","-","State","Euro Million","63100"
"NAQ03S04","GDP at Constant Market Prices (Seasonally Adjusted)","20144","2014Q4","-","State","Euro Million","63165"
"NAQ03S04","GDP at Constant Market Prices (Seasonally Adjusted)","20151","2015Q1","-","State","Euro Million","76205"
"NAQ03S04","GDP at Constant Market Prices (Seasonally Adjusted)","20152","2015Q2","-","State","Euro Million","74647"
"NAQ03S04","GDP at Constant Market Prices (Seasonally Adjusted)","20153","2015Q3","-","State","Euro Million","76380"
"NAQ03S04","GDP at Constant Market Prices (Seasonally Adjusted)","20154","2015Q4","-","State","Euro Million","77574"
"NAQ03S04","GDP at Constant Market Prices (Seasonally Adjusted)","20161","2016Q1","-","State","Euro Million","75063"
"NAQ03S04","GDP at Constant Market Prices (Seasonally Adjusted)","20162","2016Q2","-","State","Euro Million","75620"
"NAQ03S04","GDP at Constant Market Prices (Seasonally Adjusted)","20163","2016Q3","-","State","Euro Million","76221"
"NAQ03S04","GDP at Constant Market Prices (Seasonally Adjusted)","20164","2016Q4","-","State","Euro Million","83535"
"NAQ03S04","GDP at Constant Market Prices (Seasonally Adjusted)","20171","2017Q1","-","State","Euro Million","82937"
"NAQ03S04","GDP at Constant Market Prices (Seasonally Adjusted)","20172","2017Q2","-","State","Euro Million","83256"
"NAQ03S04","GDP at Constant Market Prices (Seasonally Adjusted)","20173","2017Q3","-","State","Euro Million","87804"
"NAQ03S04","GDP at Constant Market Prices (Seasonally Adjusted)","20174","2017Q4","-","State","Euro Million","90892"
"NAQ03S04","GDP at Constant Market Prices (Seasonally Adjusted)","20181","2018Q1","-","State","Euro Million","91173"
"NAQ03S04","GDP at Constant Market Prices (Seasonally Adjusted)","20182","2018Q2","-","State","Euro Million","92103"
"NAQ03S04","GDP at Constant Market Prices (Seasonally Adjusted)","20183","2018Q3","-","State","Euro Million","92968"
"NAQ03S04","GDP at Constant Market Prices (Seasonally Adjusted)","20184","2018Q4","-","State","Euro Million","94126"
"NAQ03S04","GDP at Constant Market Prices (Seasonally Adjusted)","20191","2019Q1","-","State","Euro Million","95305"
"NAQ03S04","GDP at Constant Market Prices (Seasonally Adjusted)","20192","2019Q2","-","State","Euro Million","96724"
"NAQ03S04","GDP at Constant Market Prices (Seasonally Adjusted)","20193","2019Q3","-","State","Euro Million","97968"
"NAQ03S04","GDP at Constant Market Prices (Seasonally Adjusted)","20194","2019Q4","-","State","Euro Million","100107"
"NAQ03S04","GDP at Constant Market Prices (Seasonally Adjusted)","20201","2020Q1","-","State","Euro Million","103688"
"NAQ03S04","GDP at Constant Market Prices (Seasonally Adjusted)","20202","2020Q2","-","State","Euro Million","96823"
"NAQ03S04","GDP at Constant Market Prices (Seasonally Adjusted)","20203","2020Q3","-","State","Euro Million","108372"
"NAQ03S04","GDP at Constant Market Prices (Seasonally Adjusted)","20204","2020Q4","-","State","Euro Million","105413"
"NAQ03S04","GDP at Constant Market Prices (Seasonally Adjusted)","20211","2021Q1","-","State","Euro Million","115877"
"NAQ03S04","GDP at Constant Market Prices (Seasonally Adjusted)","20212","2021Q2","-","State","Euro Million","119545"
"NAQ03S04","GDP at Constant Market Prices (Seasonally Adjusted)","20213","2021Q3","-","State","Euro Million","122294"
"NAQ03S04","GDP at Constant Market Prices (Seasonally Adjusted)","20214","2021Q4","-","State","Euro Million","121684"
"NAQ03S04","GDP at Constant Market Prices (Seasonally Adjusted)","20221","2022Q1","-","State","Euro Million","126140"
"NAQ03S04","GDP at Constant Market Prices (Seasonally Adjusted)","20222","2022Q2","-","State","Euro Million","129282"
"NAQ03S04","GDP at Constant Market Prices (Seasonally Adjusted)","20223","2022Q3","-","State","Euro Million","132560"
"NAQ03S04","GDP at Constant Market Prices (Seasonally Adjusted)","20224","2022Q4","-","State","Euro Million","132971"
"NAQ03S04","GDP at Constant Market Prices (Seasonally Adjusted)","20231","2023Q1","-","State","Euro Million","125813"
"NAQ03S04","GDP at Constant Market Prices (Seasonally Adjusted)","20232","2023Q2","-","State","Euro Million","124284"
"NAQ03S04","GDP at Constant Market Prices (Seasonally Adjusted)","20233","2023Q3","-","State","Euro Million","121516"
"NAQ03S04","GDP at Constant Market Prices (Seasonally Adjusted)","20234","2023Q4","-","State","Euro Million","119873"
"NAQ03S04","GDP at Constant Market Prices (Seasonally Adjusted)","20241","2024Q1","-","State","Euro Million","120587"
"NAQ03S04","GDP at Constant Market Prices (Seasonally Adjusted)","20242","2024Q2","-","State","Euro Million","120283"
"NAQ03S04","GDP at Constant Market Prices (Seasonally Adjusted)","20243","2024Q3","-","State","Euro Million","124509"
"NAQ03S05","Net Factor Income from Rest of World (Seasonally Adjusted)","19951","1995Q1","-","State","Euro Million","-1824"
"NAQ03S05","Net Factor Income from Rest of World (Seasonally Adjusted)","19952","1995Q2","-","State","Euro Million","-1806"
"NAQ03S05","Net Factor Income from Rest of World (Seasonally Adjusted)","19953","1995Q3","-","State","Euro Million","-1712"
"NAQ03S05","Net Factor Income from Rest of World (Seasonally Adjusted)","19954","1995Q4","-","State","Euro Million","-1916"
"NAQ03S05","Net Factor Income from Rest of World (Seasonally Adjusted)","19961","1996Q1","-","State","Euro Million","-2068"
"NAQ03S05","Net Factor Income from Rest of World (Seasonally Adjusted)","19962","1996Q2","-","State","Euro Million","-2047"
"NAQ03S05","Net Factor Income from Rest of World (Seasonally Adjusted)","19963","1996Q3","-","State","Euro Million","-1812"
"NAQ03S05","Net Factor Income from Rest of World (Seasonally Adjusted)","19964","1996Q4","-","State","Euro Million","-2083"
"NAQ03S05","Net Factor Income from Rest of World (Seasonally Adjusted)","19971","1997Q1","-","State","Euro Million","-2607"
"NAQ03S05","Net Factor Income from Rest of World (Seasonally Adjusted)","19972","1997Q2","-","State","Euro Million","-2585"
"NAQ03S05","Net Factor Income from Rest of World (Seasonally Adjusted)","19973","1997Q3","-","State","Euro Million","-2081"
"NAQ03S05","Net Factor Income from Rest of World (Seasonally Adjusted)","19974","1997Q4","-","State","Euro Million","-2469"
"NAQ03S05","Net Factor Income from Rest of World (Seasonally Adjusted)","19981","1998Q1","-","State","Euro Million","-2505"
"NAQ03S05","Net Factor Income from Rest of World (Seasonally Adjusted)","19982","1998Q2","-","State","Euro Million","-2959"
"NAQ03S05","Net Factor Income from Rest of World (Seasonally Adjusted)","19983","1998Q3","-","State","Euro Million","-3229"
"NAQ03S05","Net Factor Income from Rest of World (Seasonally Adjusted)","19984","1998Q4","-","State","Euro Million","-2808"
"NAQ03S05","Net Factor Income from Rest of World (Seasonally Adjusted)","19991","1999Q1","-","State","Euro Million","-2992"
"NAQ03S05","Net Factor Income from Rest of World (Seasonally Adjusted)","19992","1999Q2","-","State","Euro Million","-3465"
"NAQ03S05","Net Factor Income from Rest of World (Seasonally Adjusted)","19993","1999Q3","-","State","Euro Million","-4232"
"NAQ03S05","Net Factor Income from Rest of World (Seasonally Adjusted)","19994","1999Q4","-","State","Euro Million","-4131"
"NAQ03S05","Net Factor Income from Rest of World (Seasonally Adjusted)","20001","2000Q1","-","State","Euro Million","-3868"
"NAQ03S05","Net Factor Income from Rest of World (Seasonally Adjusted)","20002","2000Q2","-","State","Euro Million","-3429"
"NAQ03S05","Net Factor Income from Rest of World (Seasonally Adjusted)","20003","2000Q3","-","State","Euro Million","-4418"
"NAQ03S05","Net Factor Income from Rest of World (Seasonally Adjusted)","20004","2000Q4","-","State","Euro Million","-4707"
"NAQ03S05","Net Factor Income from Rest of World (Seasonally Adjusted)","20011","2001Q1","-","State","Euro Million","-4549"
"NAQ03S05","Net Factor Income from Rest of World (Seasonally Adjusted)","20012","2001Q2","-","State","Euro Million","-5255"
"NAQ03S05","Net Factor Income from Rest of World (Seasonally Adjusted)","20013","2001Q3","-","State","Euro Million","-5456"
"NAQ03S05","Net Factor Income from Rest of World (Seasonally Adjusted)","20014","2001Q4","-","State","Euro Million","-5514"
"NAQ03S05","Net Factor Income from Rest of World (Seasonally Adjusted)","20021","2002Q1","-","State","Euro Million","-6508"
"NAQ03S05","Net Factor Income from Rest of World (Seasonally Adjusted)","20022","2002Q2","-","State","Euro Million","-6225"
"NAQ03S05","Net Factor Income from Rest of World (Seasonally Adjusted)","20023","2002Q3","-","State","Euro Million","-6417"
"NAQ03S05","Net Factor Income from Rest of World (Seasonally Adjusted)","20024","2002Q4","-","State","Euro Million","-6829"
"NAQ03S05","Net Factor Income from Rest of World (Seasonally Adjusted)","20031","2003Q1","-","State","Euro Million","-6310"
"NAQ03S05","Net Factor Income from Rest of World (Seasonally Adjusted)","20032","2003Q2","-","State","Euro Million","-5965"
"NAQ03S05","Net Factor Income from Rest of World (Seasonally Adjusted)","20033","2003Q3","-","State","Euro Million","-5880"
"NAQ03S05","Net Factor Income from Rest of World (Seasonally Adjusted)","20034","2003Q4","-","State","Euro Million","-6527"
"NAQ03S05","Net Factor Income from Rest of World (Seasonally Adjusted)","20041","2004Q1","-","State","Euro Million","-6344"
"NAQ03S05","Net Factor Income from Rest of World (Seasonally Adjusted)","20042","2004Q2","-","State","Euro Million","-6388"
"NAQ03S05","Net Factor Income from Rest of World (Seasonally Adjusted)","20043","2004Q3","-","State","Euro Million","-6539"
"NAQ03S05","Net Factor Income from Rest of World (Seasonally Adjusted)","20044","2004Q4","-","State","Euro Million","-6676"
"NAQ03S05","Net Factor Income from Rest of World (Seasonally Adjusted)","20051","2005Q1","-","State","Euro Million","-6798"
"NAQ03S05","Net Factor Income from Rest of World (Seasonally Adjusted)","20052","2005Q2","-","State","Euro Million","-7663"
"NAQ03S05","Net Factor Income from Rest of World (Seasonally Adjusted)","20053","2005Q3","-","State","Euro Million","-6544"
"NAQ03S05","Net Factor Income from Rest of World (Seasonally Adjusted)","20054","2005Q4","-","State","Euro Million","-6885"
"NAQ03S05","Net Factor Income from Rest of World (Seasonally Adjusted)","20061","2006Q1","-","State","Euro Million","-7037"
"NAQ03S05","Net Factor Income from Rest of World (Seasonally Adjusted)","20062","2006Q2","-","State","Euro Million","-6506"
"NAQ03S05","Net Factor Income from Rest of World (Seasonally Adjusted)","20063","2006Q3","-","State","Euro Million","-8159"
"NAQ03S05","Net Factor Income from Rest of World (Seasonally Adjusted)","20064","2006Q4","-","State","Euro Million","-6454"
"NAQ03S05","Net Factor Income from Rest of World (Seasonally Adjusted)","20071","2007Q1","-","State","Euro Million","-8456"
"NAQ03S05","Net Factor Income from Rest of World (Seasonally Adjusted)","20072","2007Q2","-","State","Euro Million","-8394"
"NAQ03S05","Net Factor Income from Rest of World (Seasonally Adjusted)","20073","2007Q3","-","State","Euro Million","-7321"
"NAQ03S05","Net Factor Income from Rest of World (Seasonally Adjusted)","20074","2007Q4","-","State","Euro Million","-8470"
"NAQ03S05","Net Factor Income from Rest of World (Seasonally Adjusted)","20081","2008Q1","-","State","Euro Million","-7016"
"NAQ03S05","Net Factor Income from Rest of World (Seasonally Adjusted)","20082","2008Q2","-","State","Euro Million","-7187"
"NAQ03S05","Net Factor Income from Rest of World (Seasonally Adjusted)","20083","2008Q3","-","State","Euro Million","-8353"
"NAQ03S05","Net Factor Income from Rest of World (Seasonally Adjusted)","20084","2008Q4","-","State","Euro Million","-7522"
"NAQ03S05","Net Factor Income from Rest of World (Seasonally Adjusted)","20091","2009Q1","-","State","Euro Million","-8169"
"NAQ03S05","Net Factor Income from Rest of World (Seasonally Adjusted)","20092","2009Q2","-","State","Euro Million","-8569"
"NAQ03S05","Net Factor Income from Rest of World (Seasonally Adjusted)","20093","2009Q3","-","State","Euro Million","-9018"
"NAQ03S05","Net Factor Income from Rest of World (Seasonally Adjusted)","20094","2009Q4","-","State","Euro Million","-8748"
"NAQ03S05","Net Factor Income from Rest of World (Seasonally Adjusted)","20101","2010Q1","-","State","Euro Million","-8674"
"NAQ03S05","Net Factor Income from Rest of World (Seasonally Adjusted)","20102","2010Q2","-","State","Euro Million","-8419"
"NAQ03S05","Net Factor Income from Rest of World (Seasonally Adjusted)","20103","2010Q3","-","State","Euro Million","-7771"
"NAQ03S05","Net Factor Income from Rest of World (Seasonally Adjusted)","20104","2010Q4","-","State","Euro Million","-6970"
"NAQ03S05","Net Factor Income from Rest of World (Seasonally Adjusted)","20111","2011Q1","-","State","Euro Million","-9187"
"NAQ03S05","Net Factor Income from Rest of World (Seasonally Adjusted)","20112","2011Q2","-","State","Euro Million","-9464"
"NAQ03S05","Net Factor Income from Rest of World (Seasonally Adjusted)","20113","2011Q3","-","State","Euro Million","-9242"
"NAQ03S05","Net Factor Income from Rest of World (Seasonally Adjusted)","20114","2011Q4","-","State","Euro Million","-10322"
"NAQ03S05","Net Factor Income from Rest of World (Seasonally Adjusted)","20121","2012Q1","-","State","Euro Million","-9785"
"NAQ03S05","Net Factor Income from Rest of World (Seasonally Adjusted)","20122","2012Q2","-","State","Euro Million","-9119"
"NAQ03S05","Net Factor Income from Rest of World (Seasonally Adjusted)","20123","2012Q3","-","State","Euro Million","-9569"
"NAQ03S05","Net Factor Income from Rest of World (Seasonally Adjusted)","20124","2012Q4","-","State","Euro Million","-10118"
"NAQ03S05","Net Factor Income from Rest of World (Seasonally Adjusted)","20131","2013Q1","-","State","Euro Million","-7940"
"NAQ03S05","Net Factor Income from Rest of World (Seasonally Adjusted)","20132","2013Q2","-","State","Euro Million","-8952"
"NAQ03S05","Net Factor Income from Rest of World (Seasonally Adjusted)","20133","2013Q3","-","State","Euro Million","-8479"
"NAQ03S05","Net Factor Income from Rest of World (Seasonally Adjusted)","20134","2013Q4","-","State","Euro Million","-8124"
"NAQ03S05","Net Factor Income from Rest of World (Seasonally Adjusted)","20141","2014Q1","-","State","Euro Million","-8582"
"NAQ03S05","Net Factor Income from Rest of World (Seasonally Adjusted)","20142","2014Q2","-","State","Euro Million","-8834"
"NAQ03S05","Net Factor Income from Rest of World (Seasonally Adjusted)","20143","2014Q3","-","State","Euro Million","-9309"
